,CO_CNES,CO_UNIDADE,CO_UF,CO_IBGE,NU_CNPJ_MANTENEDORA,NO_RAZAO_SOCIAL,NO_FANTASIA,CO_NATUREZA_ORGANIZACAO,DS_NATUREZA_ORGANIZACAO,TP_GESTAO,CO_NIVEL_HIERARQUIA,DS_NIVEL_HIERARQUIA,CO_ESFERA_ADMINISTRATIVA,DS_ESFERA_ADMINISTRATIVA,CO_ATIVIDADE,TP_UNIDADE,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,CO_TURNO_ATENDIMENTO,DS_TURNO_ATENDIMENTO,NU_CNPJ,NO_EMAIL,CO_NATUREZA_JUR,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_MOTIVO_DESAB,CO_AMBULATORIAL_SUS
480,6378,3205300006378,32,320530,,M F DE OLIVEIRA QUALI VIDA,QUALI VIDA,,,M,,,,,4,39,29055570,RUA AFFONSO CLAUDIO,200,PRAIA DO CANTO,27 - 33140300,"-20,29612975","-40,2929125811",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,12957849000218.0,financeiro@clinicaqualivida.com,2135,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
481,6386,2927400006386,29,292740,,JAP CLINICA DE OLHOS LTDA,JAP,,,M,,,,,4,36,41750300,RUA PERO VAZ,06,PERO VAZ,(71) 3241-6971,"-12,9496022","-38,4911165",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,6242146000120.0,josepedrodacruz.neto@outlook.com,2240,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
482,6394,2927400006394,29,292740,,CLINICA DE REABILITACAO PROFISSIONAL E FISIOTERAPIA,POLICLIN,,,M,,,,,4,4,41110000,RUA PARAGUASSU,01,BOA VIAGEM,(71) 3312 2412,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,13555016000102.0,,2240,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
483,6408,2927400006408,29,292740,,GINPO GINECOLOGIA PREVENCAO E OBSTETRICIA LTDA ME,GINPO,,,M,,,,,4,36,40060230,RUA DO CABECA ED MARQUES DE ABRANTE,43,SAO PEDRO,(71) 3322-2810,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,63263693000125.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
484,6416,2927400006416,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,UBS ARENOSO,,,M,,,,,4,2,41211405,RUA DIRETA DO ARENOSO,100,ARENOSO,(71) 3611-7301,"-12,951154687","-38,4394079447",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gerenciaubsarenoso@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
485,6424,2927400006424,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,UBS SAO CRISTOVAO,,,M,,,,,4,2,41500260,RUA ALTO DA BOA VISTA,02,SAO CRISTOVAO,(71) 3202-1689,"-12,9103523873","-38,3594298363",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,ubssaocristovao@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
486,6432,2927400006432,29,292740,,CLINICA EMERG CIR E OBST LTDA ECCO,ECCO,,,M,,,,,4,4,41830000,AV MANOEL DIAS DA SILVA,635,PITUBA,(71) 3248-5081,"-13,0060641","-38,4602418",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,15201734000106.0,MARCIOSATURNINO@ECCOORTOPEDIA.COM.BR,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
487,6440,2927400006440,29,292740,,SONAR CLINICA DE ESPECIALIDADES MEDICAS LTDA EPP,CLINICA SONAR,,,M,,,,,4,36,40713580,AVENIDA AFRANIO PEIXOTO,S/N,ITACARANHA,(71) 32333105,"-12,9229084","-38,4823391",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,34000240000108.0,clinicasonarfaleconosco@@hotmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
488,6459,2927400006459,29,292740,,SERVI O DE DIAGNOSTICO PREVENCAO DO CANCER GINECOLOGICO LTDA,CENTRO DIAGNOSTICO DA MULHER,,,M,,,,,4,39,40411001,RUA BARAO DE COTEGIPE,250,CALCADA,(71) 3312-6030,"-12,9375777","-38,5060023",1.0,ATENDIMENTO SOMENTE PELA MANHA,40463887000179.0,admcdm@hotmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
489,6467,2927400006467,29,292740,,ORTO CLINICA DE ORTOPEDIA REABILITACAO E TRAUMATOLOGIA LTD,ORTO LIBERDADE,,,M,,,,,4,36,40375016,RUA ESTRADA DA LIBERDADE,130,LIBERDADE,(71) 3017-8523/8503,,,1.0,ATENDIMENTO SOMENTE PELA MANHA,14688576000289.0,ortoclinicaltda@ig.com.br,2062,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,NAO
490,6475,2927400006475,29,292740,,CLINICA DE ALERGIA E DOENCAS RESPIRATORIAS SC LTDA,ARCLIN,,,M,,,,,4,36,40060001,AV SETE DE SETEMBRO,400,SAO PEDRO,(71) 3322-8462,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,16373045000141.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
491,6483,2927400006483,29,292740,,CIPLAST CLINICA DE CIRURGIA PLASTICA LTDA,CIPLAST,,,M,,,,,4,62,40725620,RUA FREDERICO COSTA,131,BROTAS,(71)32443875,"-12,9867858792","-38,4775543213",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",14559488000104.0,clinicaciplast@hotmail.com.br,2240,"1,0","0,0","0,0","1,0","1,0","1,0",,NAO
492,6513,2927400006513,29,292740,,CLINICA SERV AVAL MEDICA LTDA,CLISMED,,,M,,,,,4,39,40060001,AV SETE DE SETEMBRO,S/N,CENTRO,(71) 3322-1042,"-12,9811038407","-38,5147833824",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,16302697000195.0,anamarialobo@oi.com.br,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
493,6521,2927400006521,29,292740,,CLINICA ORTOPEDICA DA BAHIA LTDA,COB,,,M,,,,,4,36,41195000,ESTRADA DAS BARREIRAS C COMERCIAL DAS BARREIRAS,1508,CABULA,(71) 3018-7633,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,63246342000106.0,clincob@terra.com.br,2062,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,SIM
494,6548,2927400006548,29,292740,,AMU ASSISTENCIA MEDICA DE URGENCIA S S,AMU,,,M,,,,,4,4,40375017,ESTRADA DA LIBERDADE,341,LIBERDADE,(71) 3242-9788,"-12,9496412","-38,4972162",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,16497596000117.0,clinicaamu@hotmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
495,6556,2927400006556,29,292740,,CLOC CLINICA DE OLHOS DO COMERCIO SOCIEDADE SIMPLES LTDA ME,CLOC,,,M,,,,,4,36,40375017,ESTRADA DA LIBERDADE SHOPPING LIBERDADE,405,LIBERDADE,(71) 3241-6847,"-12,9520748054","-38,4992265701",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,96778097000137.0,cloc28@yahoo.com.br,2240,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
496,6564,2927400006564,29,292740,,CENTRO ESPIRITA CAMINHO DA REDENCAO,CENTRO ESPIRITA CAMINHO DA REDENCAO,,,M,,,,,4,4,41235000,JAYME VIEIRA LIMA,104,PAU DA LIMA,71 3409-8331,"-12,916313159","-38,443801403",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,15176233000117.0,saude@cecr.com.br,3999,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
497,6572,2927400006572,29,292740,,STS SERVICO DE TRANSFUSAO DE SANGUE S A,STS,,,D,,,,,4,69,40280000,ANTONIO CARLOS MAGALHAES PQ BELA VISTA,4009,BROTAS,71 30178200,"-12,972189","-38,5013893",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",15205016000108.0,NOTIFICADOR@STSSAUDE.COM.BR,2054,"0,0","0,0","0,0","0,0","1,0","0,0",8.0,NAO
498,6580,2927400006580,29,292740,,CLINSDA CL NOSSA SENHORA DA AJUDA,CLINSDA,,,M,,,,,4,36,40060001,AV SETE DE SETEMBRO EDFADOLFO BASBAUM,202,SAO BENTO,(71)3241-5546,"-12,9786156211","-38,5144025087",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,13839055000131.0,clinsda@hotmail.com,2240,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,NAO
499,6599,2927400006599,29,292740,,CLIFAG CLINICA MEDICA DA FAZENDA GRANDE LTDA,CLIFAG,,,M,,,,,4,4,41340030,RUA DOUTOR EDISON TEIXEIRA BARBOSA FAZ GRANDE II,30,CAJAZEIRAS BOCA DA M,(71) 3395-1198,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,96712542000166.0,contatinofuezi@hotmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,NAO
500,6602,2927400006602,29,292740,,CLINICA ANA LUIZA TEDESQUI LTDA,CLINICA ANA LUIZA TEDESQUI,,,M,,,,,4,36,41750300,RUA LIMA E SILVA ED COMERCIAL LIBERDADE,976,LIBERDADE,(71) 3241-4385,"-12,941409588","-38,4905791283",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,40593972000151.0,analuizatedesqui@yahoo.com.br,2240,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
501,6610,2927400006610,29,292740,,CLINICA DE OLHOS STA TEREZINHA LTDA,CLINICA DE OLHOS STA TEREZINHA,,,M,,,,,4,36,40080001,AV SETE DE SETEMBRO,174,CENTRO,(71) 3213188,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,42065698000173.0,,2062,"0,0","0,0","0,0","0,0","0,0","0,0",10.0,NAO
502,6637,2927400006637,29,292740,,INED INSTITUTO DE NEFROLOGIA E DIALISE LTDA,INED,,,M,,,,,4,36,40240310,RUA JARDIM JOAO XXIII,115,BOA VISTA DE BROTAS,(71) 2104-0091,"-12,9816788459","-38,5009002686",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",318156000115.0,ined@ined.com.br,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
503,6645,2927400006645,29,292740,,CLAMIR LAB DE ANAL CLINICAS LTDA,CLAMIR,,,M,,,,,4,39,40060001,AV SETE DE SETEMBRO EDF ALTA BAHIA,84,SAO PEDRO,(71) 3321-2080,"-13,0128734","-38,484623084",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,15623333000144.0,laboratorioclamir@gmail.com,2062,,,,,"0,0","0,0",10.0,NAO
504,6653,2927400006653,29,292740,,SERVICO DE ORTOPEDIA E TRAUMATOLOGIA LTDA,SOTRAUMA,,,M,,,,,4,21,40330200,RUA CONDE DE PORTO ALEGRE,175,IAPI,(71) 3386-3633,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,16300501000123.0,sotrauma@terra.com.br,2240,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,NAO
505,6688,2927400006688,29,292740,,CDTO CLINICA DE DIAGNOSE TRATAM OFTALMOLOGICO LTDA,CDTO,,,D,,,,,4,36,40279435,SENADOR THEOTONIO VILELA SALAS 1001 A 1003,190,PARQUE BELA VISTA,30389503/33530415,"-12,96821815","-38,47461462",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,793490000120.0,clinica.cdtoacm@gmail.com,2062,"0,0","0,0","0,0","0,0","1,0","1,0",,SIM
506,6696,2927400006696,29,292740,,CENTRO INTEGRADO DE SAUDE E OFTALMOLOGIA DE CAJAZEIRAS,CENTRO DE OFTALMOLOGIA DE CAJAZEIRAS,,,M,,,,,4,36,41340050,ESTRADA DO COQUEIRO GRANDE,1260,FAZENDA GRANDE IV,(71) 3395-7257,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,96727862000190.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,NAO
507,6718,2927400006718,29,292740,,SETA CLINICA MEDICA ESPECIALIZADA LTDA,SETA CLINICA MEDICA,,,M,,,,,4,4,40070080,RUA CONSELHEIRO JUNQUEIRA AYREZ,165,BARRIS,(71) 2107-1288,,,4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",73967952000152.0,ADMFLAVIA@CLINICASETA.COM.BR,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
508,6726,2927400006726,29,292740,,SERVICOS MEDICOS SAO MARCELO LTDA,S M S M,,,M,,,,,4,36,40060001,AV SETE DE SETEMBRO ANEXO EDF ST RITA,184,SAO BENTO,(71) 3243-0644,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,34313833000124.0,DINAVIANAPORTELA@YAHOO.COM.BR,2240,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
509,6734,2927400006734,29,292740,,SOFISIO CLINICA DE FISIOTERAPIA E ORTOPEDIA LTDA,SOFISIO,,,M,,,,,4,36,40140540,RUA BELO HORIZONTE,273,CHAME CHAME,(71) 3235-0749,"-13,0056","-38,5258",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,34026062000194.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
510,6742,2927400006742,29,292740,,LEC LABORATORIO DE ANALISES LTDA,LEC LABORATORIO DE ANALISES,,,M,,,,,4,39,40450020,RUA ARTHUR SANTOS ED SAO ROQUE MARES,01,CALCADA,(71) 3312-5817,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,32665135000162.0,leclabol@gmail.com,2062,,,,,"1,0","0,0",,NAO
511,6750,2927400006750,29,292740,,CLINICA VANIA GOYANNA PINHEIRO SILVA LTDA,CLINICA VANIA GOYANNA,,,M,,,,,4,36,41830355,AV ACM CENT EMP ITAIGARA SUL,429,PITUBA,(71) 3354-6587,"-12,9775649158","-38,4732413292",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,1242199000127.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
512,6769,2927400006769,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,USF ALTO DE COUTOS,,,M,,,,,4,2,40750380,TRAVESSA DOIS DE JULHO,S/N,ALTO DE COUTOS,(71) 3202-1863,"-12,5342551","-38,3002281",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,usf1alto de coutos@salvador.ba.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
513,6777,2927400006777,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,USF JAQUEIRA DO CARNEIRO,,,M,,,,,4,2,40353000,RUA JAQUEIRA DO CARNEIRO,S/N,FAZENDA GRANDE DO RE,(71) 3611-2967,"-12,9486243438","-38,473842144",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,usfjaqueiradocarneiro@yahoo.com.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
514,6785,2927400006785,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,UBS MARECHAL RONDON,,,M,,,,,4,2,41280119,RUA VICENTE CELESTINO PRACA MARECHAL RONDON,S/N,MARECHAL RONDON,(71)3202-1889,"-12,9151837611","-38,4706020355",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,ubsmr.saude@yahoo.com.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
515,6793,2927400006793,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,USF NOSSA SENHORA DE GUADALUPE ALTO DO PERU,,,M,,,,,4,2,40357110,2 TRAVESSA DO ORIENTE,S/N,ALTO DO PERU,71 99641-1301,"-12,9377812188","-38,4856599569",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,unidade.altodoperu@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
516,6807,2927400006807,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,USF SANTA LUZIA,,,M,,,,,4,2,40240430,RUA ALMIRANTE ALVES CAMARA,112,ENG VELHO DE BROTAS,(71) 3202-1624,"-12,9882860829","-38,5013508797",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,usfsantaluzia.saude@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
517,6815,2927400006815,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,UBS SAO GONCALO,,,M,,,,,4,2,40231250,AVENIDA CARDEAL DA SILVA,S/N,FEDERACAO,(71)3202-1666,"-13,0018554583","-38,5016030073",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,usbsaogoncalo@gmail.com/centrodesaudesaogoncalo@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
518,6823,2927400006823,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,UBS SAO JUDAS TADEU,,,M,,,,,4,2,40310300,RUA PROFESSOR SUEIRO,S/N,PAU MIUDO,(71) 3202-1595,"-12,959628","-38,483909",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,ubssaojudastadeu2@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
519,6831,2927400006831,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,UBS MANOEL VITORINO,,,M,,,,,4,2,40285000,AV D JOAO VI PROXIMO AO BRADESCO,450,BROTAS,(71) 3611-3801,"-12,9887277788","-38,4818351269",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,manoelvitorino.saude@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
520,6858,2927400006858,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,USF FIAIS,,,M,,,,,4,2,40470000,RUA VOLUNTARIOS DA PATRIA,67,SANTA LUZIA DO LOBAT,(71) 3202-0769,"-12,932730692","-38,4884762764",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,usf_fiais@yahoo.com.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
521,6866,2927400006866,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,USF DO ALTO DAS POMBAS,,,M,,,,,4,2,40226500,RUA NOSSA SENHORA DE FATIMA,S/N,FEDERACAO,,"-13,0011289196","-38,5137856007",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,usfaltodaspombas@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
522,6890,2927400006890,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,USF DE BARREIRAS,,,M,,,,,4,2,41195200,RUA FERNANDO PEDREIRA,240,BARREIRAS,3611-5421,"-12,9434747024","-38,4571588039",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,psfbarreiras@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
523,6912,2927400006912,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,UBS DE CALABETAO,,,M,,,,,4,2,41227050,RUA CLERISTON ANDRADE,S/N,CALABETAO,(71)36115206,"-12,9311597","-38,4661847",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,cscalabetao@hotmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
524,6920,2927400006920,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,UBS NOVO MAROTINHO,,,M,,,,,4,2,41385160,ESTRADA VELHA DO AEROPORTO,S/N,NOVO MAROTINHO,3611-7834,"-12,971","-38,511",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,csnovomarotinho@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,SIM
525,6939,2927400006939,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,USF JOANES CENTRO OESTE HAMESA,,,M,,,,,4,2,40470380,CONJ JOANES CENTRO OESTE QUADRA 18 LOTE 17,S/N,LOBATO,(71) 3202-0630,"-12,9219182475","-38,4887123108",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,usfjco@yahoo.com.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
526,6955,2927400006955,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,USF DE BEIRA MANGUE,,,M,,,,,4,2,40350000,AV AFRANIO PEIXOTO,S/N,SAO BARTOLOMEU,(71) 3611-5603,"-12,9229084","-38,4823391",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,usfbeiramangue@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
527,6963,2927400006963,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,USF ILHA AMARELA,,,M,,,,,4,2,40350000,RUA BOA ESPERANCA,S/N,ILHA AMARELA,(71) 3611-5604,"-12,9382986","-38,4854351",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,usfilhaamarela@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
528,6971,2927400006971,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,USF ALTO DO CRUZEIRO,,,M,,,,,4,2,40725220,RUA CAMPO DA BOLA,S/N,ALTO DO CRUZEIRO,3611-6933/3611-5933,"-12,9807554","-38,4886787",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,usfaltodocruzeiro@hotmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
529,6998,2927400006998,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,UBS DE ENGOMADEIRA,,,M,,,,,4,2,41200510,RUA DIRETA DA ENGOMADEIRA,S/N,ENGOMADEIRA,NAO TEM,"-12,9499993062","-38,4604418278",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,ubsengomadeira@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
530,7005,2927400007005,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,UBS DE SUSSUARANA,,,M,,,,,4,2,41214055,RUA MARINA QUEIROZ,S/N,SUSSUARANA,(71)36115516,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1031,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,SIM
531,7021,2927400007021,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,UBS NELSON PIAUHY DOURADO,,,M,,,,,4,2,41310380,RUA ENDEO NASCIMENTO,S/N,AGUAS CLARAS,36115313/3202-1289,"-12,88625687","-38,4311199188",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,ubsnelsonpdourado@outlook.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
532,7048,2927400007048,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,UAO 2,,,M,,,,,4,36,40240090,AV VASCO DA GAMA,224,BROTAS,3202-1950/1592/1620,"-12,9849406684","-38,5038882494",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,odontodique.saude@salvador.ba.gov.br/postododique@gmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
533,7056,2927400007056,29,292740,,CLINICA OFTALMOLOGIA DA BARRA,COBA,,,M,,,,,4,36,41750300,AV CENTENARIO EDF VICTORIA CENTER,2883,CHAME CHAME,(71) 3264-6322,"-13,0060787489","-38,5229855776",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,13557624000156.0,gilenoao@hotmail.com,2240,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
534,7064,2927400007064,29,292740,,INSTITUTO GUANABARA,INSTITUTO GUANABARA,,,M,,,,,4,36,40283220,RUA RODOLFO PIMENTEL,101,BROTAS DANIEL LISBOA,7130150800,"-12,9822367","-38,4958525",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,15233992000174.0,iguanabara@terra.com.br,3999,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
535,7072,2927400007072,29,292740,13927801000572.0,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,SERVICO DE ATENCAO ESPECIALIZADA MARYMAR NOVAES,,,M,,,,,4,36,40415050,RUA ARTHUR BERNARDES,S/N,BONFIM,(71)3611-4180,"-12,9293008764","-38,5089898109",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,ctamnovais@yahoo.com.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
536,7080,2927400007080,29,292740,,SAMMUS SERVICOS DE ASSISTENCIA MEDICA DE MUSSURUNGA SC LTDA,SAMMUS SERV ASSIS MED MUSSURUNGA,,,M,,,,,4,36,41510190,RUA DOUTOR ARTHUR COUTO,36,MUSSURUNGA I,(71) 3376-2613,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,13420112000143.0,,2240,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
537,7099,2927400007099,29,292740,,INSTITUTO DE TRAUMATOLOGIA ORTOPEDIA E FISIOTERAPIA LTDA,ITO,,,M,,,,,4,36,41253140,RUA SAO MARCOS,105,SAO MARCOS,(71)3393-6381,"-12,9275650371","-38,4394884109",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,2560049000124.0,clinicaitossa@gmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
538,7102,2927400007102,29,292740,,CLINICA BAHIANA DE ORTOPEDIA E TRAUMATOLOGIA,CLIBOT,,,M,,,,,4,36,40713586,AV AFRANIO PEIXOTO EM FRENTE A VETERINAR VET PRIME,1556,ITACARANHA,71 33980376,"-12,9096704","-38,4788736",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,1644048000103.0,clibot@veloxmail.com.br/rejane.costa_brito@hotmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
539,7110,2927400007110,29,292740,,TRAUMACLIN CLINICA DE ORTOP E TRAUMATOLOGIA,TRAUMACLIN,,,M,,,,,4,21,40350000,RUA MELO MORAIS FILHO,426,FAZ GRANDE DO RETIRO,(71) 3214-7785,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,1274129000150.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
