CO_CNES,CO_UNIDADE,CO_UF,CO_IBGE,NU_CNPJ_MANTENEDORA,NO_RAZAO_SOCIAL,NO_FANTASIA,CO_NATUREZA_ORGANIZACAO,DS_NATUREZA_ORGANIZACAO,TP_GESTAO,CO_NIVEL_HIERARQUIA,DS_NIVEL_HIERARQUIA,CO_ESFERA_ADMINISTRATIVA,DS_ESFERA_ADMINISTRATIVA,CO_ATIVIDADE,TP_UNIDADE,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,CO_TURNO_ATENDIMENTO,DS_TURNO_ATENDIMENTO,NU_CNPJ,NO_EMAIL,CO_NATUREZA_JUR,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_MOTIVO_DESAB,CO_AMBULATORIAL_SUS,LOGRADOURO_ATUALIZADO,COMPLEMENTO,UNIDADE,BAIRRO_ATUALIZADO,CIDADE,UF,ESTADO,REGIAO,DDD
1236,2611600001236,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 152 CS INA ROSA BORGES,,,M,,,,,4,2,52081170,RUA SENADOR MILTON CAMPOS,S/N,VASCO DA GAMA,(81) 3355-4408/4409,"-8,0152924","-34,9220422",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM,RUA SENADOR MILTON DE CAMPOS,,,VASCO DA GAMA,RECIFE,PE,PERNAMBUCO,NORDESTE,81
1244,2611600001244,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 175 USF DR DIOGENES CAVALCANTI,,,M,,,,,4,2,52091260,RUA ALTO DA BRASILEIRA,1002,NOVA DESCOBERTA,(81) 33556402,"-8,0005081","-34,9322611",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM,RUA ALTO DA BRASILEIRA,,,NOVA DESCOBERTA,RECIFE,PE,PERNAMBUCO,NORDESTE,81
1252,2611600001252,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 218 USF COQUE,,,M,,,,,4,2,50080730,RUA GUAPIRAMA,65,ILHA JOANA BEZERRA,(81) 33554656,"-8,0714977","-34,8998056886",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,distsanitario@recife.pe.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM,RUA GUAPIRAMA,,,ILHA JOANA BEZERRA,RECIFE,PE,PERNAMBUCO,NORDESTE,81
1279,2931350001279,29,293135,,FUNDACAO PIO XII,FUNDACAO PIO XII,,,E,,,,,4,36,45990289,PRESIDENTE GETULIO VARGAS,1732,BELA VISTA,17 33216603,"-17,5349794205","-39,7258543968",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,49150352003138.0,contabilidade@hcancerbarretos.com.br,3069,"0,0","0,0","0,0","0,0","0,0","0,0",8.0,SIM,AVENIDA PRESIDENTE GETÚLIO VARGAS,,,BELA VISTA,TEIXEIRA DE FREITAS,BA,BAHIA,NORDESTE,73
1309,2611600001309,26,261160,,SERVICO DE RADIOLOGIA HOSPITALAR LTDA,CLIMAPE,,,M,,,,,4,39,50070000,RUA DAS NIFAS,120,BOA VISTA,(81)3222-3745,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,11284304000144.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",8.0,NAO,AVENIDA MANOEL BORBA,DE 168/169 A 486/487,,BOA VISTA,RECIFE,PE,PERNAMBUCO,NORDESTE,81
1317,2611600001317,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 120 CS MARIO MONTEIRO MELO,,,M,,,,,4,2,52090003,RUA NOVA DESCOBERTA,99,NOVA DESCOBERTA,(81) 33554385,"-8,0011125","-34,9235438",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM,RUA NOVA DESCOBERTA,ATÉ 2388/2389,,NOVA DESCOBERTA,RECIFE,PE,PERNAMBUCO,NORDESTE,81
1341,2611600001341,26,261160,,CLINICA RADIOLOGICA NOSSA SENHORA DO CARMO LTDA,CLINICA RADIOLOGICA NOSSA SENHORA DO CARMO,,,M,,,,,4,39,50610240,RUA 19 DE NOVEMBRO,48,MADALENA,(81) 3227-7971-32283,"-8,0128779","-34,8745569",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,8734790000140.0,clinicansc@gmail.com / renatamtg@gmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM,RUA DEZENOVE DE NOVEMBRO,,,MADALENA,RECIFE,PE,PERNAMBUCO,NORDESTE,81
1368,2611600001368,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 158 CS PAM CEASA,,,M,,,,,4,2,50790900,RODOVIA BR 101SUL,11606,CURADO,(81) 33550090/0091,"-8,05455","-34,881",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,CSCEASA.DSV@GMAIL.COM,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM,RODOVIA BR-101 SUL,550,CEAGEPE - COMPANHIA DE ARMAZÉNS GERAIS DO ESTADO DE PERNAMBUCO,CURADO,RECIFE,PE,PERNAMBUCO,NORDESTE,81
1384,2611600001384,26,261160,,CLINICA DE RADIODIAGNOSTICO BOA VIAGEM LTDA,CLINICA DE RADIODIAGNOSTICO BOA VIAGEM,,,M,,,,,4,39,51111021,AV ENG DOMINGOS FERREIRA,1971,BOA VIAGEM,(81)3325-4712,"-8,0511473","-34,89721",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,11222619000167.0,clinicar@hotlink.com.br,2062,,,,,"1,0","0,0",,NAO,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,DE 1387 A 2201 - LADO ÍMPAR,,BOA VIAGEM,RECIFE,PE,PERNAMBUCO,NORDESTE,81
1392,2611600001392,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 148 USF MAIS DOM MIGUEL DE LIMA VALVERDE,,,M,,,,,4,2,51030450,RUA FELICIANO JOSE DE FARIAS,195,BOA VIAGEM,(81)3355-0061,"-8,1331352","-34,9047626",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,distsanitario6@recife.pe.gov.b,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM,RUA FELICIANO JOSÉ DE FARIAS,,,BOA VIAGEM,RECIFE,PE,PERNAMBUCO,NORDESTE,81
